#Types Before Cut: 8116
#Types After Cut: 7244
#Search Hits: 0
244	10	27.015	ходить
245	10	27.015	честно
246	14	26.814	дома
247	23	26.713	голос
248	8	26.638	acc
249	8	26.638	nom
250	8	26.638	ааa
251	8	26.638	брови
252	8	26.638	видишь
253	8	26.638	говори
254	8	26.638	девочки
255	8	26.638	думаешь
256	8	26.638	здорово
257	8	26.638	лиля
258	8	26.638	лёва
259	8	26.638	мамой
260	8	26.638	мемы
261	8	26.638	неё
262	8	26.638	переехали
263	8	26.638	смешок
264	8	26.638	смотри
265	8	26.638	твой
266	8	26.638	утра
267	8	26.638	училась
268	8	26.638	эт
269	11	26.304	маленький
270	12	26.204	семье
271	29	25.571	здесь
272	20	25.085	моя
273	14	24.699	н
274	14	24.699	хоть
275	18	24.589	таки
276	9	23.886	едем
277	9	23.886	пожалуйста
278	9	23.886	получилось
279	9	23.886	понял
280	17	23.700	куда
281	15	23.583	друг
282	11	23.338	специально
283	10	23.323	какими
284	10	23.323	нормально
285	7	23.308	бывают
286	7	23.308	восемьдесят
287	7	23.308	говоришь
288	7	23.308	детство
289	7	23.308	забыл
290	7	23.308	красивый
291	7	23.308	моих
292	7	23.308	ненавижу
293	7	23.308	ноль
294	7	23.308	поговорить
295	7	23.308	пятьдесят
296	7	23.308	ребенок
297	7	23.308	студентов
298	7	23.308	учитель
299	14	22.820	жить
300	14	22.820	тему
301	12	21.458	купить
302	8	20.779	брали
303	8	20.779	вдруг
304	8	20.779	квартире
305	8	20.779	рассказывала
306	8	20.779	родителей
307	10	20.511	бывает
308	10	20.511	вещи
309	123	20.422	уже
310	101	20.418	или
311	9	20.376	собственно
312	6	19.979	onion
313	6	19.979	антифриз
314	6	19.979	бабуля
315	6	19.979	бешбармак
316	6	19.979	бутово
317	6	19.979	вау
318	6	19.979	выпускной
319	6	19.979	гончар
320	6	19.979	двенадцать
321	6	19.979	ехать
322	6	19.979	жигули
323	6	19.979	иду
324	6	19.979	кадром
325	6	19.979	квартиры
326	6	19.979	колесо
327	6	19.979	коллектив
328	6	19.979	кормила
329	6	19.979	круто
330	6	19.979	лук
331	6	19.979	мгм
332	6	19.979	мем
333	6	19.979	минуты
334	6	19.979	нету
335	6	19.979	неудобно
336	6	19.979	никит
337	6	19.979	орешки
338	6	19.979	погрей
339	6	19.979	причём
340	6	19.979	пятнадцать
341	6	19.979	саш
342	6	19.979	спал
343	6	19.979	сынок
344	6	19.979	танцами
345	6	19.979	убирай
346	6	19.979	учился
347	6	19.979	учителей
348	6	19.979	учителем
349	6	19.979	учителя
350	6	19.979	холодно
351	6	19.979	читаю
352	6	19.979	чувак
353	6	19.979	этаж
354	14	19.603	часов
355	12	19.560	завтра
356	12	19.560	минус
357	19	19.551	каждый
358	235	19.233	он
359	15	19.135	хотел
360	13	18.733	рублей
361	21	18.668	делать
362	21	18.668	чего
363	20	18.591	ей
364	37	18.350	эту
365	10	18.224	другую
366	9	17.731	историю
367	9	17.731	пришла
368	9	17.731	скажем
369	9	17.731	смотреть
370	9	17.731	считаю
371	7	17.700	домой
372	7	17.700	институте
373	7	17.700	интересные
374	7	17.700	маленькая
375	7	17.700	мое
376	7	17.700	нечего
377	7	17.700	понравились
378	7	17.700	твоя
379	20	17.695	две
380	8	17.469	берут
381	8	17.469	купила
382	8	17.469	машине
383	8	17.469	мной
384	8	17.469	написано
385	8	17.469	нравятся
386	8	17.469	пошел
387	8	17.469	ходят
388	13	17.296	минут
389	46	16.883	тогда
390	5	16.649	num
391	5	16.649	ам
392	5	16.649	арахис
393	5	16.649	боже
394	5	16.649	венера
395	5	16.649	вложил
396	5	16.649	волосы
397	5	16.649	выставках
398	5	16.649	гешу
399	5	16.649	грязь
400	5	16.649	давали
401	5	16.649	жестко
402	5	16.649	ильямихайлович
403	5	16.649	имею
404	5	16.649	инопланетян
405	5	16.649	интересного
406	5	16.649	камеру
407	5	16.649	каракатицах
408	5	16.649	классов
409	5	16.649	комнате
410	5	16.649	крестик
411	5	16.649	крысу
412	5	16.649	лекцию
413	5	16.649	лука
414	5	16.649	любишь
415	5	16.649	маккартни
416	5	16.649	марс
417	5	16.649	миндаль
418	5	16.649	нагло
419	5	16.649	най
420	5	16.649	ненавидят
421	5	16.649	нуу
422	5	16.649	одиннадцать
423	5	16.649	одни
424	5	16.649	озеро
425	5	16.649	подожди
426	5	16.649	построили
427	5	16.649	преподаватели
428	5	16.649	прихожу
429	5	16.649	проронил
430	5	16.649	пятёрка
431	5	16.649	ребёнок
432	5	16.649	родителям
433	5	16.649	салют
434	5	16.649	слушай
435	5	16.649	спрашивают
436	5	16.649	сходить
437	5	16.649	счёт
438	5	16.649	тину
439	5	16.649	увидела
440	5	16.649	умеют
441	5	16.649	хихи
442	5	16.649	читает
443	5	16.649	чё
444	5	16.649	эд
445	28	16.631	себя
446	12	16.393	месте
447	86	16.142	были
448	13	15.990	долго
449	13	15.990	совершенно
450	14	15.761	говоря
451	14	15.761	семьи
452	14	15.761	смысле
453	18	15.752	кого
454	17	15.666	дальше
455	9	15.598	другому
456	9	15.598	друзья
457	9	15.598	зала
458	9	15.598	рядом
459	9	15.598	улице
460	9	15.598	читать
461	11	15.507	реально
462	12	15.051	какую
463	12	15.051	метро
464	8	15.006	любовь
465	8	15.006	модель
466	8	15.006	мои
467	8	15.006	хотелось
468	16	14.691	равно
469	6	14.657	m
470	6	14.657	друзей
471	6	14.657	жил
472	6	14.657	знаем
473	6	14.657	лагеря
474	6	14.657	паре
475	6	14.657	поняла
476	7	14.613	будто
477	7	14.613	знаете
478	7	14.613	увидел
479	23	14.591	людей
480	22	14.322	одна
481	11	14.120	места
482	11	14.120	море
483	11	14.120	принципе
484	9	13.816	понимаю
485	35	13.457	него
486	4	13.319	apro
487	4	13.319	glass
488	4	13.319	part
489	4	13.319	pl
490	4	13.319	spro
491	4	13.319	tor
492	4	13.319	автобусе
493	4	13.319	бабушку
494	4	13.319	барашков
495	4	13.319	бассейн
496	4	13.319	беззеркалки
497	4	13.319	братьях
498	4	13.319	вай
499	4	13.319	венеру
500	4	13.319	вернее
501	4	13.319	верю
502	4	13.319	веселая
503	4	13.319	видела
504	4	13.319	восемнадцать
505	4	13.319	всякое
506	4	13.319	вышло
507	4	13.319	голову
508	4	13.319	гости
509	4	13.319	громкоговорителя
510	4	13.319	грусти
511	4	13.319	грустно
512	4	13.319	гуляют
513	4	13.319	даша
514	4	13.319	девочку
515	4	13.319	девятый
516	4	13.319	делаешь
517	4	13.319	длинный
518	4	13.319	друзьями
519	4	13.319	думал
520	4	13.319	дяди
521	4	13.319	егэ
522	4	13.319	ездит
523	4	13.319	ездить
524	4	13.319	ехали
525	4	13.319	женщина
526	4	13.319	живу
527	4	13.319	жила
528	4	13.319	задний
529	4	13.319	звукооператором
530	4	13.319	идёт
531	4	13.319	иии
532	4	13.319	интереснее
533	4	13.319	кадра
534	4	13.319	камеры
535	4	13.319	каракатица
536	4	13.319	классно
537	4	13.319	классные
538	4	13.319	кота
539	4	13.319	крутые
540	4	13.319	крыс
541	4	13.319	крысы
542	4	13.319	купались
543	4	13.319	лагере
544	4	13.319	лесу
545	4	13.319	любила
546	4	13.319	любимый
547	4	13.319	мальчик
548	4	13.319	мамаша
549	4	13.319	маме
550	4	13.319	маму
551	4	13.319	мечты
552	4	13.319	моим
553	4	13.319	мол
554	4	13.319	мужик
555	4	13.319	навруз
556	4	13.319	наурыз
557	4	13.319	ногой
558	4	13.319	общежитии
559	4	13.319	орех
560	4	13.319	орехи
561	4	13.319	отучилась
562	4	13.319	пальто
563	4	13.319	парень
564	4	13.319	первокурсников
565	4	13.319	платья
566	4	13.319	подписывайтесь
567	4	13.319	подумала
568	4	13.319	поесть
569	4	13.319	полу
570	4	13.319	понимаешь
571	4	13.319	понравился
572	4	13.319	правой
573	4	13.319	привод
574	4	13.319	профессии
575	4	13.319	профессия
576	4	13.319	прочим
577	4	13.319	пускай
578	4	13.319	разборка
579	4	13.319	расскажите
580	4	13.319	рассказываешь
581	4	13.319	ребят
582	4	13.319	руню
583	4	13.319	руня
584	4	13.319	саду
585	4	13.319	сбил
586	4	13.319	сверху
587	4	13.319	своё
588	4	13.319	секунд
589	4	13.319	селекции
590	4	13.319	семьдесят
591	4	13.319	сидела
592	4	13.319	сидит
593	4	13.319	скажи
594	4	13.319	снимать
595	4	13.319	собака
596	4	13.319	соционике
597	4	13.319	спектакль
598	4	13.319	специфический
599	4	13.319	стекает
600	4	13.319	стой
601	4	13.319	столетию
602	4	13.319	строили
603	4	13.319	строительный
604	4	13.319	супер
605	4	13.319	счастлива
606	4	13.319	танцпол
607	4	13.319	твоим
608	4	13.319	твёрдый
609	4	13.319	театр
610	4	13.319	трамвай
611	4	13.319	тысяча
612	4	13.319	удовольствие
613	4	13.319	улучшается
614	4	13.319	уметь
615	4	13.319	университетах
616	4	13.319	учится
617	4	13.319	фай
618	4	13.319	фамилия
619	4	13.319	физике
620	4	13.319	физтех
621	4	13.319	фундук
622	4	13.319	хвост
623	4	13.319	целую
624	4	13.319	чгк
625	4	13.319	четырнадцать
626	4	13.319	чуваки
627	4	13.319	чудо
628	4	13.319	шестьдесят
629	4	13.319	шутки
630	4	13.319	щяс
631	4	13.319	эмм
632	10	13.200	плохо
633	10	13.200	хорошие
634	20	13.139	четыре
635	8	13.040	номер
636	11	12.878	главное
637	97	12.554	еще
638	7	12.350	говорила
639	7	12.350	женщины
640	7	12.350	зачем
641	7	12.350	приехал
642	7	12.350	сто
643	7	12.350	улица
644	9	12.295	анатолий
645	9	12.295	кем
646	28	11.905	день
647	6	11.820	вечера
648	6	11.820	какого
649	6	11.820	короткий
650	6	11.820	лучший
651	6	11.820	маленькие
652	11	11.758	владислав
653	12	11.720	разных
654	5	11.662	вниз
655	5	11.662	делаем
656	5	11.662	думали
657	5	11.662	закончила
658	5	11.662	интересный
659	5	11.662	магазин
660	5	11.662	поговорим
661	5	11.662	приходили
662	5	11.662	работала
663	5	11.662	семью
664	5	11.662	стоять
665	5	11.662	страшно
666	5	11.662	ушел
667	5	11.662	человеком
668	16	11.471	сама
669	8	11.413	a
670	8	11.413	казалось
671	8	11.413	посмотреть
672	8	11.413	руки
673	15	11.255	совсем
674	19	10.988	ней
675	9	10.974	уж
676	22	10.841	нее
677	12	10.794	одну
678	12	10.794	семь
679	10	10.786	разные
680	88	10.629	сейчас
681	7	10.566	видел
682	7	10.566	шли
683	43	10.553	т
684	16	10.123	никто
685	16	10.123	шесть
686	13	10.107	довольно
687	8	10.034	далеко
688	8	10.034	спокойно
689	8	10.034	тысячи
690	8	10.034	утром
691	3	9.989	adv
692	3	9.989	class
693	3	9.989	distinct
694	3	9.989	gen
695	3	9.989	mixed
696	3	9.989	note
697	3	9.989	plen
698	3	9.989	автобус
699	3	9.989	амаретто
700	3	9.989	английский
701	3	9.989	архитектурой
702	3	9.989	атмосфера
703	3	9.989	бабушки
704	3	9.989	бедно
705	3	9.989	благо
706	3	9.989	блять
707	3	9.989	бэ
708	3	9.989	вареньем
709	3	9.989	верно
710	3	9.989	визы
711	3	9.989	вкусный
712	3	9.989	внизу
713	3	9.989	встретить
714	3	9.989	встречают
715	3	9.989	всём
716	3	9.989	выполняешь
717	3	9.989	вышки
718	3	9.989	вышла
719	3	9.989	героя
720	3	9.989	геру
721	3	9.989	геша
722	3	9.989	гимназия
723	3	9.989	гм
724	3	9.989	говард
725	3	9.989	голова
726	3	9.989	голове
727	3	9.989	горы
728	3	9.989	господи
729	3	9.989	грамм
730	3	9.989	двери
731	3	9.989	девяностые
732	3	9.989	девяностых
733	3	9.989	девятом
734	3	9.989	девятьсот
735	3	9.989	дениса
736	3	9.989	детьми
737	3	9.989	джи
738	3	9.989	добираться
739	3	9.989	доехало
740	3	9.989	домики
741	3	9.989	дочерью
742	3	9.989	ездила
743	3	9.989	еле
744	3	9.989	ехала
745	3	9.989	женский
746	3	9.989	забивается
747	3	9.989	забрали
748	3	9.989	заговора
749	3	9.989	задавать
750	3	9.989	задание
751	3	9.989	заметила
752	3	9.989	занималась
753	3	9.989	занимались
754	3	9.989	запомнила
755	3	9.989	затащит
756	3	9.989	захотелось
757	3	9.989	зашёл
758	3	9.989	зерно
759	3	9.989	знала
760	3	9.989	зубы
761	3	9.989	идёте
762	3	9.989	идёшь
763	3	9.989	ии
764	3	9.989	исламской
765	3	9.989	испугались
766	3	9.989	итак
767	3	9.989	казахов
768	3	9.989	календарь
769	3	9.989	килограмм
770	3	9.989	кита
771	3	9.989	клубе
772	3	9.989	клюшкой
773	3	9.989	книги
774	3	9.989	книгу
775	3	9.989	косточки
776	3	9.989	костре
777	3	9.989	костёр
778	3	9.989	кошмар
779	3	9.989	кран
780	3	9.989	красивая
781	3	9.989	красивые
782	3	9.989	красные
783	3	9.989	красота
784	3	9.989	крутая
785	3	9.989	культпросвет
786	3	9.989	культура
787	3	9.989	куски
788	3	9.989	леди
789	3	9.989	лежать
790	3	9.989	лен
791	3	9.989	ленина
792	3	9.989	лингвистике
793	3	9.989	лингвисты
794	3	9.989	литературе
795	3	9.989	литературу
796	3	9.989	луком
797	3	9.989	любимое
798	3	9.989	малыши
799	3	9.989	мам
800	3	9.989	математике
801	3	9.989	мацуева
802	3	9.989	машей
803	3	9.989	медведково
804	3	9.989	меж
805	3	9.989	мило
806	3	9.989	минута
807	3	9.989	миэм
808	3	9.989	мкадом
809	3	9.989	молодые
810	3	9.989	муху
811	3	9.989	мучились
812	3	9.989	мыть
813	3	9.989	набираешь
814	3	9.989	надел
815	3	9.989	налаживается
816	3	9.989	нарисовала
817	3	9.989	нафиг
818	3	9.989	ненадежность
819	3	9.989	нихуя
820	3	9.989	ночью
821	3	9.989	нравилось
822	3	9.989	нууу
823	3	9.989	обед
824	3	9.989	образовательной
825	3	9.989	общаемся
826	3	9.989	обществознанию
827	3	9.989	одноклассников
828	3	9.989	ок
829	3	9.989	окна
830	3	9.989	описать
831	3	9.989	орешков
832	3	9.989	оставила
833	3	9.989	отапливались
834	3	9.989	отдыхал
835	3	9.989	отца
836	3	9.989	ох
837	3	9.989	ошейник
838	3	9.989	парик
839	3	9.989	парней
840	3	9.989	парни
841	3	9.989	пацаны
842	3	9.989	переехать
843	3	9.989	переменам
844	3	9.989	персидский
845	3	9.989	песне
846	3	9.989	песня
847	3	9.989	пианино
848	3	9.989	пиздец
849	3	9.989	пишу
850	3	9.989	планета
851	3	9.989	платье
852	3	9.989	платьях
853	3	9.989	плыли
854	3	9.989	пнуть
855	3	9.989	побывала
856	3	9.989	повели
857	3	9.989	подходят
858	3	9.989	поехал
859	3	9.989	покупайте
860	3	9.989	положил
861	3	9.989	поперек
862	3	9.989	послушать
863	3	9.989	посмотрела
864	3	9.989	постарше
865	3	9.989	поступил
866	3	9.989	потопала
867	3	9.989	потрясающе
868	3	9.989	похожи
869	3	9.989	похота
870	3	9.989	почаще
871	3	9.989	представляете
872	3	9.989	представляла
873	3	9.989	привезли
874	3	9.989	придумали
875	3	9.989	приедет
876	3	9.989	приезжаю
877	3	9.989	прожили
878	3	9.989	произведения
879	3	9.989	происходило
880	3	9.989	проста
881	3	9.989	противно
882	3	9.989	профессию
883	3	9.989	прочитал
884	3	9.989	прошёл
885	3	9.989	птичка
886	3	9.989	пятом
887	3	9.989	работаешь
888	3	9.989	ребенка
889	3	9.989	ремонте
890	3	9.989	рентген
891	3	9.989	рис
892	3	9.989	родилась
893	3	9.989	рорк
894	3	9.989	ругался
895	3	9.989	сайты
896	3	9.989	сантехника
897	3	9.989	свага
898	3	9.989	сдавать
899	3	9.989	сижу
900	3	9.989	скайпу
901	3	9.989	слышно
902	3	9.989	слышу
903	3	9.989	смесь
904	3	9.989	смешные
905	3	9.989	смотрел
906	3	9.989	смотрела
907	3	9.989	собираешься
908	3	9.989	стараюсь
909	3	9.989	стену
910	3	9.989	степнова
911	3	9.989	стою
912	3	9.989	стоя
913	3	9.989	стоял
914	3	9.989	студенты
915	3	9.989	считай
916	3	9.989	съехать
917	3	9.989	съешь
918	3	9.989	танцевать
919	3	9.989	ташкенте
920	3	9.989	твоего
921	3	9.989	телевизор
922	3	9.989	типо
923	3	9.989	топовые
924	3	9.989	торчат
925	3	9.989	трамваях
926	3	9.989	троих
927	3	9.989	увидите
928	3	9.989	улучшалось
929	3	9.989	ультрафиолет
930	3	9.989	умер
931	3	9.989	умею
932	3	9.989	умная
933	3	9.989	умный
934	3	9.989	утиль
935	3	9.989	учатся
936	3	9.989	учебы
937	3	9.989	ученика
938	3	9.989	учила
939	3	9.989	училище
940	3	9.989	учёба
941	3	9.989	учёбы
942	3	9.989	фасада
943	3	9.989	фигня
944	3	9.989	физику
945	3	9.989	фразу
946	3	9.989	хаос
947	3	9.989	хлеб
948	3	9.989	хм
949	3	9.989	хожу
950	3	9.989	четвёртом
951	3	9.989	шестисотый
952	3	9.989	шикарно
953	3	9.989	шипы
954	3	9.989	штука
955	3	9.989	экстерьер
956	3	9.989	эх
957	64	9.839	чтобы
958	11	9.820	сначала
959	11	9.820	точно
960	6	9.780	делали
961	6	9.780	знак
962	6	9.780	половиной
963	6	9.780	район
964	6	9.780	стоят
965	6	9.780	точнее
966	6	9.780	тяжело
967	10	9.767	заниматься
968	5	9.112	берет
969	5	9.112	билет
970	5	9.112	вещь
971	5	9.112	делала
972	5	9.112	играть
973	5	9.112	корреспондентом
974	5	9.112	можете
975	5	9.112	победил
976	5	9.112	чисто
977	7	9.105	людям
978	7	9.105	нами
979	7	9.105	ночь
980	7	9.105	нужен
981	7	9.105	отец
982	7	9.105	писала
983	16	8.918	плюс
984	57	8.852	даже
985	10	8.848	обычно
986	8	8.847	безусловно
987	8	8.847	брать
988	8	8.847	город
989	8	8.847	хороший
990	9	8.790	естественно
991	4	8.735	боюсь
992	4	8.735	видеть
993	4	8.735	военным
994	4	8.735	всяких
995	4	8.735	даче
996	4	8.735	дверь
997	4	8.735	детства
998	4	8.735	иране
999	4	8.735	казахстане
1000	4	8.735	колбасой
1001	4	8.735	мария
1002	4	8.735	меньших
1003	4	8.735	мимо
1004	4	8.735	минуту
1005	4	8.735	многое
1006	4	8.735	музыку
1007	4	8.735	насчет
1008	4	8.735	нашу
1009	4	8.735	общение
1010	4	8.735	огромная
1011	4	8.735	отлично
1012	4	8.735	покупал
1013	4	8.735	получаешь
1014	4	8.735	праздник
1015	4	8.735	приходят
1016	4	8.735	рассказывать
1017	4	8.735	сидел
1018	4	8.735	сидели
1019	4	8.735	смеется
1020	4	8.735	старались
1021	4	8.735	университете
1022	4	8.735	этаже
1023	42	8.263	например
1024	55	8.258	можно
1025	11	8.204	наши
1026	11	8.204	постоянно
1027	11	8.204	сильно
1028	6	8.196	видео
1029	6	8.196	миллионов
1030	6	8.196	надеюсь
1031	6	8.196	народ
1032	21	8.159	оно
1033	15	8.045	чуть
1034	10	8.015	машины
1035	7	7.881	сделали
1036	7	7.881	скоро
1037	7	7.881	целый
1038	9	7.876	вас
1039	9	7.876	вся
1040	8	7.814	взял
1041	8	7.814	плане
1042	8	7.814	пойти
1043	79	7.555	был
1044	15	7.509	особенно
1045	13	7.426	лучше
1046	5	7.322	ж
1047	5	7.322	многим
1048	5	7.322	нашем
1049	5	7.322	пару
1050	5	7.322	ушли
1051	22	7.309	сделать
1052	10	7.259	идти
1053	9	7.057	мир
1054	6	6.918	девять
1055	6	6.918	наше
1056	8	6.906	недавно
1057	8	6.906	пошли
1058	11	6.841	восемь
1059	11	6.841	сказали
1060	7	6.837	абсолютно
1061	35	6.800	андрей
1062	29	6.752	именно
1063	44	6.737	больше
1064	14	6.669	весь
1065	2	6.660	anim
1066	2	6.660	burning
1067	2	6.660	city
1068	2	6.660	comp
1069	2	6.660	conj
1070	2	6.660	day
1071	2	6.660	deal
1072	2	6.660	excel
1073	2	6.660	paypal
1074	2	6.660	people
1075	2	6.660	true
1076	2	6.660	vivat
1077	2	6.660	walrus
1078	2	6.660	аааааа
1079	2	6.660	аах
1080	2	6.660	автобусов
1081	2	6.660	аж
1082	2	6.660	актрисой
1083	2	6.660	акулы
1084	2	6.660	американца
1085	2	6.660	ангаре
1086	2	6.660	антифриза
1087	2	6.660	арийский
1088	2	6.660	архитектор
1089	2	6.660	архитекторе
1090	2	6.660	архитектуру
1091	2	6.660	атлант
1092	2	6.660	афон
1093	2	6.660	африке
1094	2	6.660	бабули
1095	2	6.660	бабуль
1096	2	6.660	бабушкой
1097	2	6.660	бегать
1098	2	6.660	бежать
1099	2	6.660	безумно
1100	2	6.660	белое
1101	2	6.660	беру
1102	2	6.660	бесит
1103	2	6.660	бесполезно
1104	2	6.660	бестселлером
1105	2	6.660	беш
1106	2	6.660	библиография
1107	2	6.660	бильярдном
1108	2	6.660	бильярдный
1109	2	6.660	блина
1110	2	6.660	бок
1111	2	6.660	болото
1112	2	6.660	бомбы
1113	2	6.660	бочоночек
1114	2	6.660	боялась
1115	2	6.660	брата
1116	2	6.660	брейкданс
1117	2	6.660	бровью
1118	2	6.660	бросит
1119	2	6.660	буквами
